"","date","hits","keyword"
"1",2022-03-25,36,"Bolsonaro 2022"
"2",2022-03-26,47,"Bolsonaro 2022"
"3",2022-03-27,66,"Bolsonaro 2022"
"4",2022-03-28,56,"Bolsonaro 2022"
"5",2022-03-29,58,"Bolsonaro 2022"
"6",2022-03-30,36,"Bolsonaro 2022"
"7",2022-03-31,42,"Bolsonaro 2022"
"8",2022-04-01,43,"Bolsonaro 2022"
"9",2022-04-02,40,"Bolsonaro 2022"
"10",2022-04-03,49,"Bolsonaro 2022"
"11",2022-04-04,44,"Bolsonaro 2022"
"12",2022-04-05,35,"Bolsonaro 2022"
"13",2022-04-06,31,"Bolsonaro 2022"
"14",2022-04-07,35,"Bolsonaro 2022"
"15",2022-04-08,41,"Bolsonaro 2022"
"16",2022-04-09,38,"Bolsonaro 2022"
"17",2022-04-10,50,"Bolsonaro 2022"
"18",2022-04-11,27,"Bolsonaro 2022"
"19",2022-04-12,38,"Bolsonaro 2022"
"20",2022-04-13,27,"Bolsonaro 2022"
"21",2022-04-14,46,"Bolsonaro 2022"
"22",2022-04-15,64,"Bolsonaro 2022"
"23",2022-04-16,45,"Bolsonaro 2022"
"24",2022-04-17,43,"Bolsonaro 2022"
"25",2022-04-18,34,"Bolsonaro 2022"
"26",2022-04-19,43,"Bolsonaro 2022"
"27",2022-04-20,32,"Bolsonaro 2022"
"28",2022-04-21,46,"Bolsonaro 2022"
"29",2022-04-22,50,"Bolsonaro 2022"
"30",2022-04-23,43,"Bolsonaro 2022"
"31",2022-04-24,64,"Bolsonaro 2022"
"32",2022-04-25,54,"Bolsonaro 2022"
"33",2022-04-26,38,"Bolsonaro 2022"
"34",2022-04-27,43,"Bolsonaro 2022"
"35",2022-04-28,44,"Bolsonaro 2022"
"36",2022-04-29,33,"Bolsonaro 2022"
"37",2022-04-30,58,"Bolsonaro 2022"
"38",2022-05-01,79,"Bolsonaro 2022"
"39",2022-05-02,47,"Bolsonaro 2022"
"40",2022-05-03,42,"Bolsonaro 2022"
"41",2022-05-04,32,"Bolsonaro 2022"
"42",2022-05-05,41,"Bolsonaro 2022"
"43",2022-05-06,44,"Bolsonaro 2022"
"44",2022-05-07,38,"Bolsonaro 2022"
"45",2022-05-08,54,"Bolsonaro 2022"
"46",2022-05-09,41,"Bolsonaro 2022"
"47",2022-05-10,37,"Bolsonaro 2022"
"48",2022-05-11,38,"Bolsonaro 2022"
"49",2022-05-12,30,"Bolsonaro 2022"
"50",2022-05-13,39,"Bolsonaro 2022"
"51",2022-05-14,42,"Bolsonaro 2022"
"52",2022-05-15,34,"Bolsonaro 2022"
"53",2022-05-16,48,"Bolsonaro 2022"
"54",2022-05-17,31,"Bolsonaro 2022"
"55",2022-05-18,32,"Bolsonaro 2022"
"56",2022-05-19,28,"Bolsonaro 2022"
"57",2022-05-20,39,"Bolsonaro 2022"
"58",2022-05-21,29,"Bolsonaro 2022"
"59",2022-05-22,33,"Bolsonaro 2022"
"60",2022-05-23,32,"Bolsonaro 2022"
"61",2022-05-24,35,"Bolsonaro 2022"
"62",2022-05-25,26,"Bolsonaro 2022"
"63",2022-05-26,41,"Bolsonaro 2022"
"64",2022-05-27,46,"Bolsonaro 2022"
"65",2022-05-28,44,"Bolsonaro 2022"
"66",2022-05-29,52,"Bolsonaro 2022"
"67",2022-05-30,34,"Bolsonaro 2022"
"68",2022-05-31,41,"Bolsonaro 2022"
"69",2022-06-01,37,"Bolsonaro 2022"
"70",2022-06-02,37,"Bolsonaro 2022"
"71",2022-06-03,39,"Bolsonaro 2022"
"72",2022-06-04,41,"Bolsonaro 2022"
"73",2022-06-05,35,"Bolsonaro 2022"
"74",2022-06-06,30,"Bolsonaro 2022"
"75",2022-06-07,31,"Bolsonaro 2022"
"76",2022-06-08,43,"Bolsonaro 2022"
"77",2022-06-09,38,"Bolsonaro 2022"
"78",2022-06-10,46,"Bolsonaro 2022"
"79",2022-06-11,35,"Bolsonaro 2022"
"80",2022-06-12,37,"Bolsonaro 2022"
"81",2022-06-13,30,"Bolsonaro 2022"
"82",2022-06-14,32,"Bolsonaro 2022"
"83",2022-06-15,35,"Bolsonaro 2022"
"84",2022-06-16,38,"Bolsonaro 2022"
"85",2022-06-17,46,"Bolsonaro 2022"
"86",2022-06-18,37,"Bolsonaro 2022"
"87",2022-06-19,43,"Bolsonaro 2022"
"88",2022-06-20,35,"Bolsonaro 2022"
"89",2022-06-21,29,"Bolsonaro 2022"
"90",2022-06-22,39,"Bolsonaro 2022"
"91",2022-06-23,0,"Bolsonaro 2022"
"92",2022-03-25,39,"Lula 2022"
"93",2022-03-26,32,"Lula 2022"
"94",2022-03-27,44,"Lula 2022"
"95",2022-03-28,48,"Lula 2022"
"96",2022-03-29,37,"Lula 2022"
"97",2022-03-30,33,"Lula 2022"
"98",2022-03-31,36,"Lula 2022"
"99",2022-04-01,43,"Lula 2022"
"100",2022-04-02,41,"Lula 2022"
"101",2022-04-03,49,"Lula 2022"
"102",2022-04-04,38,"Lula 2022"
"103",2022-04-05,34,"Lula 2022"
"104",2022-04-06,33,"Lula 2022"
"105",2022-04-07,38,"Lula 2022"
"106",2022-04-08,41,"Lula 2022"
"107",2022-04-09,51,"Lula 2022"
"108",2022-04-10,32,"Lula 2022"
"109",2022-04-11,29,"Lula 2022"
"110",2022-04-12,30,"Lula 2022"
"111",2022-04-13,32,"Lula 2022"
"112",2022-04-14,26,"Lula 2022"
"113",2022-04-15,32,"Lula 2022"
"114",2022-04-16,29,"Lula 2022"
"115",2022-04-17,32,"Lula 2022"
"116",2022-04-18,23,"Lula 2022"
"117",2022-04-19,27,"Lula 2022"
"118",2022-04-20,21,"Lula 2022"
"119",2022-04-21,32,"Lula 2022"
"120",2022-04-22,34,"Lula 2022"
"121",2022-04-23,41,"Lula 2022"
"122",2022-04-24,52,"Lula 2022"
"123",2022-04-25,35,"Lula 2022"
"124",2022-04-26,27,"Lula 2022"
"125",2022-04-27,32,"Lula 2022"
"126",2022-04-28,42,"Lula 2022"
"127",2022-04-29,34,"Lula 2022"
"128",2022-04-30,38,"Lula 2022"
"129",2022-05-01,62,"Lula 2022"
"130",2022-05-02,42,"Lula 2022"
"131",2022-05-03,34,"Lula 2022"
"132",2022-05-04,39,"Lula 2022"
"133",2022-05-05,41,"Lula 2022"
"134",2022-05-06,40,"Lula 2022"
"135",2022-05-07,91,"Lula 2022"
"136",2022-05-08,100,"Lula 2022"
"137",2022-05-09,50,"Lula 2022"
"138",2022-05-10,61,"Lula 2022"
"139",2022-05-11,40,"Lula 2022"
"140",2022-05-12,41,"Lula 2022"
"141",2022-05-13,35,"Lula 2022"
"142",2022-05-14,33,"Lula 2022"
"143",2022-05-15,43,"Lula 2022"
"144",2022-05-16,37,"Lula 2022"
"145",2022-05-17,28,"Lula 2022"
"146",2022-05-18,44,"Lula 2022"
"147",2022-05-19,36,"Lula 2022"
"148",2022-05-20,37,"Lula 2022"
"149",2022-05-21,41,"Lula 2022"
"150",2022-05-22,31,"Lula 2022"
"151",2022-05-23,28,"Lula 2022"
"152",2022-05-24,40,"Lula 2022"
"153",2022-05-25,32,"Lula 2022"
"154",2022-05-26,29,"Lula 2022"
"155",2022-05-27,41,"Lula 2022"
"156",2022-05-28,39,"Lula 2022"
"157",2022-05-29,38,"Lula 2022"
"158",2022-05-30,24,"Lula 2022"
"159",2022-05-31,29,"Lula 2022"
"160",2022-06-01,33,"Lula 2022"
"161",2022-06-02,29,"Lula 2022"
"162",2022-06-03,24,"Lula 2022"
"163",2022-06-04,33,"Lula 2022"
"164",2022-06-05,23,"Lula 2022"
"165",2022-06-06,27,"Lula 2022"
"166",2022-06-07,48,"Lula 2022"
"167",2022-06-08,29,"Lula 2022"
"168",2022-06-09,24,"Lula 2022"
"169",2022-06-10,28,"Lula 2022"
"170",2022-06-11,30,"Lula 2022"
"171",2022-06-12,43,"Lula 2022"
"172",2022-06-13,27,"Lula 2022"
"173",2022-06-14,33,"Lula 2022"
"174",2022-06-15,38,"Lula 2022"
"175",2022-06-16,39,"Lula 2022"
"176",2022-06-17,44,"Lula 2022"
"177",2022-06-18,42,"Lula 2022"
"178",2022-06-19,37,"Lula 2022"
"179",2022-06-20,41,"Lula 2022"
"180",2022-06-21,31,"Lula 2022"
"181",2022-06-22,42,"Lula 2022"
"182",2022-06-23,0,"Lula 2022"
"183",2022-03-25,11,"Gomes 2022"
"184",2022-03-26,22,"Gomes 2022"
"185",2022-03-27,21,"Gomes 2022"
"186",2022-03-28,14,"Gomes 2022"
"187",2022-03-29,14,"Gomes 2022"
"188",2022-03-30,14,"Gomes 2022"
"189",2022-03-31,12,"Gomes 2022"
"190",2022-04-01,13,"Gomes 2022"
"191",2022-04-02,19,"Gomes 2022"
"192",2022-04-03,22,"Gomes 2022"
"193",2022-04-04,13,"Gomes 2022"
"194",2022-04-05,14,"Gomes 2022"
"195",2022-04-06,13,"Gomes 2022"
"196",2022-04-07,13,"Gomes 2022"
"197",2022-04-08,21,"Gomes 2022"
"198",2022-04-09,22,"Gomes 2022"
"199",2022-04-10,17,"Gomes 2022"
"200",2022-04-11,13,"Gomes 2022"
"201",2022-04-12,10,"Gomes 2022"
"202",2022-04-13,9,"Gomes 2022"
"203",2022-04-14,10,"Gomes 2022"
"204",2022-04-15,16,"Gomes 2022"
"205",2022-04-16,21,"Gomes 2022"
"206",2022-04-17,20,"Gomes 2022"
"207",2022-04-18,13,"Gomes 2022"
"208",2022-04-19,13,"Gomes 2022"
"209",2022-04-20,18,"Gomes 2022"
"210",2022-04-21,19,"Gomes 2022"
"211",2022-04-22,17,"Gomes 2022"
"212",2022-04-23,17,"Gomes 2022"
"213",2022-04-24,17,"Gomes 2022"
"214",2022-04-25,19,"Gomes 2022"
"215",2022-04-26,12,"Gomes 2022"
"216",2022-04-27,9,"Gomes 2022"
"217",2022-04-28,14,"Gomes 2022"
"218",2022-04-29,21,"Gomes 2022"
"219",2022-04-30,23,"Gomes 2022"
"220",2022-05-01,24,"Gomes 2022"
"221",2022-05-02,16,"Gomes 2022"
"222",2022-05-03,14,"Gomes 2022"
"223",2022-05-04,10,"Gomes 2022"
"224",2022-05-05,14,"Gomes 2022"
"225",2022-05-06,13,"Gomes 2022"
"226",2022-05-07,19,"Gomes 2022"
"227",2022-05-08,24,"Gomes 2022"
"228",2022-05-09,19,"Gomes 2022"
"229",2022-05-10,17,"Gomes 2022"
"230",2022-05-11,18,"Gomes 2022"
"231",2022-05-12,20,"Gomes 2022"
"232",2022-05-13,19,"Gomes 2022"
"233",2022-05-14,25,"Gomes 2022"
"234",2022-05-15,22,"Gomes 2022"
"235",2022-05-16,18,"Gomes 2022"
"236",2022-05-17,14,"Gomes 2022"
"237",2022-05-18,10,"Gomes 2022"
"238",2022-05-19,15,"Gomes 2022"
"239",2022-05-20,27,"Gomes 2022"
"240",2022-05-21,22,"Gomes 2022"
"241",2022-05-22,23,"Gomes 2022"
"242",2022-05-23,21,"Gomes 2022"
"243",2022-05-24,18,"Gomes 2022"
"244",2022-05-25,13,"Gomes 2022"
"245",2022-05-26,10,"Gomes 2022"
"246",2022-05-27,19,"Gomes 2022"
"247",2022-05-28,29,"Gomes 2022"
"248",2022-05-29,27,"Gomes 2022"
"249",2022-05-30,16,"Gomes 2022"
"250",2022-05-31,17,"Gomes 2022"
"251",2022-06-01,16,"Gomes 2022"
"252",2022-06-02,17,"Gomes 2022"
"253",2022-06-03,21,"Gomes 2022"
"254",2022-06-04,31,"Gomes 2022"
"255",2022-06-05,19,"Gomes 2022"
"256",2022-06-06,17,"Gomes 2022"
"257",2022-06-07,17,"Gomes 2022"
"258",2022-06-08,18,"Gomes 2022"
"259",2022-06-09,17,"Gomes 2022"
"260",2022-06-10,15,"Gomes 2022"
"261",2022-06-11,9,"Gomes 2022"
"262",2022-06-12,18,"Gomes 2022"
"263",2022-06-13,16,"Gomes 2022"
"264",2022-06-14,16,"Gomes 2022"
"265",2022-06-15,13,"Gomes 2022"
"266",2022-06-16,23,"Gomes 2022"
"267",2022-06-17,20,"Gomes 2022"
"268",2022-06-18,28,"Gomes 2022"
"269",2022-06-19,45,"Gomes 2022"
"270",2022-06-20,17,"Gomes 2022"
"271",2022-06-21,13,"Gomes 2022"
"272",2022-06-22,25,"Gomes 2022"
"273",2022-06-23,0,"Gomes 2022"
